timestamp,speed,odometer,soc,elevation,shift_state
2022-07-12 17:58:49.948,30,47679.1,71,14,D
2022-07-12 17:58:55.947,31,47679.1,71,16,D
2022-07-12 17:58:59.197,31,47679.1,71,17,D
2022-07-12 17:59:10.198,28,47679.2,71,19,D
2022-07-12 17:59:20.197,26,47679.3,71,18,D
2022-07-12 17:59:29.198,23,47679.4,70,18,D
2022-07-12 17:59:37.198,24,47679.4,71,18,D
2022-07-12 18:00:16.981,22,47679.6,71,9,D
2022-07-12 18:00:32.982,21,47679.7,71,7,D
2022-07-12 18:00:54.982,13,47679.8,71,7,D
2022-07-12 18:01:06.981,25,47679.9,70,6,D
2022-07-12 18:01:12.981,1,47679.9,71,6,D
2022-07-12 18:01:37.981,15,47680,70,6,D
2022-07-12 18:01:41.981,17,47680,70,6,D
2022-07-12 18:01:52.231,18,47680,70,5,D
2022-07-12 18:01:57.231,20,47680.1,70,5,D
2022-07-12 18:01:59.231,21,47680.1,70,5,D
2022-07-12 18:02:13.232,2,47680.1,70,4,D
2022-07-12 18:02:15.231,0,47680.1,70,4,D
2022-07-12 18:02:17.232,0,47680.1,70,4,D
2022-07-12 18:02:23.231,3,47680.1,70,4,D
2022-07-12 18:02:26.232,2,47680.1,70,4,D
2022-07-12 18:02:28.232,1,47680.1,70,4,D
2022-07-12 18:02:38.982,8,47680.1,70,4,D
2022-07-12 18:02:53.982,13,47680.2,70,5,D
2022-07-12 18:03:01.982,21,47680.2,70,4,D
2022-07-12 18:03:23.732,0,47680.3,70,5,D
2022-07-12 18:03:47.231,0,47680.3,70,5,D
2022-07-12 18:03:49.232,0,47680.3,70,5,D
2022-07-12 18:03:54.982,9,47680.3,70,5,D
2022-07-12 18:03:56.232,11,47680.3,70,6,D
2022-07-12 18:03:57.482,13,47680.3,70,6,D
2022-07-12 18:04:00.482,15,47680.3,70,6,D
2022-07-12 18:04:03.982,16,47680.4,70,6,D
2022-07-12 18:04:06.231,18,47680.4,70,7,D
2022-07-12 18:04:19.982,17,47680.4,70,9,D
2022-07-12 18:04:32.982,4,47680.5,70,10,D
2022-07-12 18:04:35.982,1,47680.5,70,10,D
2022-07-12 18:04:36.982,0,47680.5,70,10,D
2022-07-12 18:06:47.765,3,47680.6,70,13,D
2022-07-12 18:06:51.514,0,47680.6,70,13,D
2022-07-12 18:11:09.541,16,47681.2,70,33,D
2022-07-12 18:11:47.792,22,47681.4,70,33,D
2022-07-12 18:11:48.792,22,47681.4,70,33,D
2022-07-12 18:11:51.292,22,47681.4,70,33,D
2022-07-12 18:12:07.292,23,47681.5,69,32,D
2022-07-12 18:12:38.541,23,47681.7,70,17,D
2022-07-12 18:12:45.041,4,47681.7,70,13,D
2022-07-12 18:12:46.791,1,47681.7,70,12,D
2022-07-12 18:13:00.791,2,47681.8,70,12,D
2022-07-12 18:13:02.291,2,47681.8,70,12,D
2022-07-12 18:13:05.291,1,47681.8,70,12,D
2022-07-12 18:13:07.291,0,47681.8,70,12,D
2022-07-12 18:13:35.292,17,47681.8,70,11,D
2022-07-12 18:13:39.291,13,47681.8,70,11,D
2022-07-12 18:13:53.291,6,47681.9,70,11,D
2022-07-12 18:14:08.291,6,47681.9,69,11,D
2022-07-12 18:14:24.042,9,47681.9,69,11,D
2022-07-12 18:14:29.291,12,47681.9,69,11,D
2022-07-12 18:15:16.079,26,47682.1,69,14,D
2022-07-12 18:15:19.08,28,47682.1,69,14,D
2022-07-12 18:15:35.83,26,47682.3,69,15,D
2022-07-12 18:15:49.83,25,47682.4,69,16,D
2022-07-12 19:48:17.902,2,47683,68,12,D
2022-07-12 19:48:19.902,0,47683,68,12,D
2022-07-12 19:48:22.415,0,47683,68,12,D
2022-07-12 19:48:32.916,23,47683,68,12,D
2022-07-12 19:48:33.915,25,47683,68,12,D
2022-07-12 19:48:37.166,27,47683,68,12,D
2022-07-12 19:48:41.916,26,47683,68,11,D
2022-07-12 19:48:48.916,25,47683.1,68,11,D
2022-07-12 19:48:55.915,29,47683.1,68,10,D
2022-07-12 19:48:57.915,31,47683.2,68,10,D
2022-07-12 19:48:58.916,31,47683.2,68,10,D
2022-07-12 19:49:18.166,30,47683.3,68,11,D
2022-07-12 19:49:20.166,31,47683.3,68,11,D
2022-07-12 19:49:23.165,31,47683.3,68,12,D
2022-07-12 19:49:24.916,32,47683.4,68,12,D
2022-07-12 19:49:32.917,29,47683.4,68,15,D
2022-07-12 19:49:42.916,25,47683.5,68,16,D
2022-07-12 19:49:43.916,25,47683.5,68,16,D
2022-07-12 19:49:54.166,0,47683.5,68,17,D
2022-07-12 19:52:12.416,1,47684.2,68,6,D
2022-07-12 19:52:35.166,1,47684.2,68,6,D
2022-07-12 19:52:44.165,9,47684.3,68,6,D
2022-07-12 19:52:50.916,13,47684.3,68,6,D
2022-07-12 19:53:31.949,1,47684.5,68,4,D
2022-07-12 19:54:44.199,7,47684.8,68,8,D
2022-07-12 20:05:45.864,1,47684.9,67,10,D
2022-07-12 20:05:47.114,1,47684.9,67,10,D
2022-07-12 20:06:01.114,8,47684.9,67,11,D
2022-07-12 20:06:06.865,12,47684.9,67,11,D
2022-07-12 20:06:38.114,1,47685,67,11,D
2022-07-12 20:06:39.864,1,47685,67,11,D
2022-07-12 20:06:40.864,0,47685,67,11,D
2022-07-12 20:07:38.899,25,47685.1,67,14,D
2022-07-12 20:07:42.149,25,47685.1,67,15,D
2022-07-12 20:08:27.649,20,47685.5,67,32,D
2022-07-12 20:08:46.899,22,47685.6,67,35,D
2022-07-12 20:09:02.899,29,47685.7,67,33,D
2022-07-12 20:09:03.899,29,47685.7,67,33,D
2022-07-12 20:10:00.149,15,47686.1,67,13,D
2022-07-12 20:10:50.899,26,47686.3,67,14,D
2022-07-12 20:10:57.899,27,47686.4,67,15,D
2022-07-12 20:11:02.899,28,47686.4,66,16,D
2022-07-12 20:11:08.899,29,47686.5,66,17,D
2022-07-12 20:11:13.149,29,47686.5,67,18,D
2022-07-12 20:11:54.149,20,47686.8,66,20,D
